fase	segundo_monitor	rss_grupo_kib	disco_bytes	libres_bytes	evidencia_bytes
compilacion	14	619076	2307686400	90109599744	2031616
compilacion	15	354256	2317918208	90099490816	2031616
compilacion	16	695696	2321301504	90095128576	2031616
compilacion	17	423404	2357608448	90059821056	2031616
compilacion	19	614668	2361511936	90055917568	2031616
compilacion	20	624472	2366390272	90051039232	2031616
compilacion	21	566288	2366795776	90050592768	2031616
compilacion	22	488556	2371510272	90045882368	2031616
compilacion	23	645232	2371956736	90045472768	2031616
compilacion	24	689520	2383020032	90034057216	2031616
compilacion	25	620168	2390695936	90026299392	2031616
compilacion	26	624952	2394177536	90022952960	2031616
compilacion	27	651488	2400845824	90016583680	2031616
compilacion	28	528216	2408669184	90008727552	2031616
compilacion	30	708040	2413895680	90003533824	2031616
compilacion	31	565788	2423590912	89993838592	2031616
compilacion	32	594156	2425720832	89991561216	2031616
compilacion	33	604496	2429489152	89987555328	2031616
compilacion	34	624348	2433728512	89983700992	2031616
compilacion	35	412900	2439651328	89977778176	2031616
compilacion	36	341152	2452131840	89964949504	2031616
compilacion	37	293708	2463092736	89954324480	2031616
compilacion	38	433056	2469036032	89948336128	2031616
compilacion	40	377520	2471899136	89945526272	2031616
compilacion	41	481016	2481618944	89935704064	2031616
compilacion	42	424952	2483187712	89934241792	2031616
compilacion	43	467964	2484666368	89932759040	2031616
compilacion	44	449532	2485354496	89932038144	2031616
compilacion	45	381984	2487435264	89929859072	2031616
compilacion	46	517892	2490085376	89927278592	2031616
compilacion	47	471728	2492571648	89924857856	2031616
compilacion	48	577152	2497044480	89920200704	2031616
compilacion	49	488520	2499829760	89917591552	2031616
compilacion	51	733540	2503647232	89913782272	2031616
compilacion	52	788024	2506776576	89910636544	2031616
compilacion	53	773040	2511626240	89905778688	2031616
compilacion	54	840228	2513162240	89904267264	2035712
compilacion	55	981052	2513162240	89904267264	2035712
compilacion	56	1086304	2513297408	89903804416	2035712
compilacion	57	1176464	2517950464	89899479040	2035712
compilacion	58	1342064	2518466560	89898962944	2035712
compilacion	59	1350712	2518466560	89898962944	2035712
compilacion	60	1365512	2518466560	89898958848	2035712
compilacion	62	1242852	2518466560	89898958848	2035712
compilacion	63	1257668	2519064576	89898360832	2035712
compilacion	64	1248876	2519433216	89897992192	2035712
compilacion	65	1260828	2519904256	89897521152	2035712
compilacion	66	1202824	2520403968	89896734720	2035712
compilacion	67	1228508	2521178112	89896247296	2035712
compilacion	68	1225496	2521567232	89895858176	2035712
compilacion	69	1237844	2521919488	89895505920	2035712
compilacion	70	1203552	2522238976	89895186432	2035712
compilacion	72	1211148	2522734592	89894690816	2035712
compilacion	73	1196424	2523049984	89894375424	2035712
compilacion	74	1206880	2523488256	89893937152	2035712
compilacion	75	1197188	2523729920	89893695488	2035712
compilacion	76	945620	2530955264	89886470144	2035712
compilacion	77	1054156	2532335616	89880854528	2035712
compilacion	78	972740	2543763456	89873215488	2035712
compilacion	79	960016	2549497856	89867927552	2035712
compilacion	80	1110092	2550661120	89866764288	2035712
compilacion	82	1108572	2550661120	89866764288	2035712
compilacion	83	976052	2550661120	89866764288	2035712
compilacion	84	873884	2550661120	89866764288	2035712
compilacion	85	874616	2551439360	89865986048	2035712
compilacion	86	899284	2551762944	89865662464	2035712
compilacion	87	898296	2552389632	89865035776	2035712
compilacion	88	902616	2552639488	89864785920	2035712
compilacion	89	899116	2553049088	89864376320	2035712
compilacion	90	860748	2555572224	89861853184	2035712
compilacion	91	813180	2555867136	89861558272	2035712
compilacion	93	895916	2557935616	89858899968	2035712
compilacion	94	945620	2558664704	89858760704	2035712
compilacion	95	917980	2558664704	89858760704	2035712
compilacion	96	915028	2559094784	89858330624	2035712
compilacion	97	915288	2559680512	89857744896	2035712
compilacion	98	859308	2561654784	89855766528	2035712
compilacion	99	929260	2562166784	89855258624	2035712
compilacion	100	862248	2564452352	89852928000	2035712
compilacion	101	976708	2565263360	89852162048	2035712
compilacion	103	1156360	2566119424	89851305984	2035712
compilacion	104	1246368	2566119424	89851305984	2035712
compilacion	105	1290160	2566119424	89851305984	2035712
compilacion	106	1333668	2566119424	89851305984	2035712
compilacion	107	1421468	2566119424	89851305984	2035712
compilacion	108	1507736	2566119424	89851305984	2035712
compilacion	109	1606840	2566119424	89851305984	2035712
compilacion	110	1704744	2566123520	89851301888	2039808
compilacion	111	1770032	2566651904	89850773504	2039808
compilacion	113	1823440	2566651904	89850773504	2039808
compilacion	114	1794852	2577367040	89839337472	2039808
compilacion	115	1853632	2586398720	89831026688	2039808
compilacion	116	1948096	2588868608	89828556800	2039808
compilacion	117	1933636	2589917184	89827508224	2039808
compilacion	118	1933036	2590670848	89826754560	2039808
compilacion	119	1938572	2591502336	89825923072	2039808
compilacion	120	1928612	2592030720	89825394688	2039808
compilacion	121	1909124	2592030720	89825394688	2039808
compilacion	122	1951128	2592030720	89825394688	2039808
compilacion	124	1937012	2592751616	89824673792	2039808
compilacion	125	1915344	2593181696	89824243712	2039808
compilacion	126	1914908	2593587200	89823838208	2039808
compilacion	127	1910468	2593923072	89823502336	2039808
compilacion	128	1930560	2594361344	89823064064	2039808
compilacion	129	1921364	2594361344	89823064064	2039808
compilacion	130	1914852	2594766848	89822658560	2039808
compilacion	131	1919884	2595082240	89822343168	2039808
compilacion	132	1448744	2602037248	89815388160	2039808
compilacion	134	1464664	2602037248	89815388160	2039808
compilacion	135	1456648	2602037248	89815388160	2039808
compilacion	136	1465472	2602037248	89815388160	2039808
compilacion	137	1448384	2602037248	89815388160	2039808
compilacion	138	1247324	2602037248	89815388160	2039808
compilacion	139	1228944	2602037248	89815388160	2039808
compilacion	140	1227652	2602037248	89815388160	2039808
compilacion	141	1204604	2603241472	89814183936	2039808
compilacion	142	1225640	2604539904	89812885504	2039808
compilacion	143	1243336	2605301760	89812123648	2039808
compilacion	145	1246664	2605301760	89812123648	2039808
compilacion	146	1240100	2606440448	89810984960	2039808
compilacion	147	1235584	2607452160	89809973248	2039808
compilacion	148	1231084	2608484352	89808941056	2039808
compilacion	149	1241208	2608484352	89807888384	2039808
compilacion	150	1231792	2609537024	89807888384	2039808
compilacion	151	1229292	2610515968	89806909440	2039808
compilacion	152	1237876	2611535872	89805889536	2039808
compilacion	153	1244720	2612588544	89804836864	2039808
compilacion	155	1246584	2612588544	89804836864	2039808
compilacion	156	1251424	2613604352	89803821056	2039808
compilacion	157	1244140	2614497280	89802928128	2039808
compilacion	158	1244396	2615504896	89801920512	2039808
compilacion	159	1240024	2616557568	89800867840	2039808
compilacion	160	1240296	2616557568	89800867840	2039808
compilacion	161	341884	2640130048	89777295360	2039808
compilacion	162	461232	2640171008	89777254400	2039808
compilacion	163	452160	2640171008	89777254400	2039808
compilacion	164	344640	2640424960	89777000448	2039808
compilacion	166	346328	2641915904	89775509504	2039808
compilacion	167	324524	2643062784	89774362624	2039808
compilacion	168	348880	2645966848	89771458560	2039808
compilacion	169	225232	2658816000	89758609408	2039808
inferencia-base-on	0	276816	2661150720	89756110848	2060288
inferencia-base-on	1	1534724	2661154816	89756106752	2064384
inferencia-base-on	2	1544504	2661154816	89756106752	2064384
inferencia-base-on	3	1553424	2661154816	89756106752	2064384
inferencia-base-on	5	1562376	2661154816	89756106752	2064384
inferencia-base-on	6	1569132	2661154816	89756106752	2064384
inferencia-base-on	7	1578200	2661154816	89756106752	2064384
inferencia-base-on	8	1586960	2661154816	89756106752	2064384
inferencia-base-on	9	1599976	2661154816	89756106752	2064384
inferencia-base-on	10	1603496	2661154816	89756102656	2064384
inferencia-base-on	11	1603760	2661154816	89756102656	2064384
inferencia-base-on	12	1604048	2661154816	89756102656	2064384
inferencia-base-on	13	1610336	2661154816	89756102656	2064384
inferencia-base-on	14	1610336	2661154816	89756102656	2064384
inferencia-base-on	16	1610336	2661154816	89756102656	2064384
inferencia-estructurada-on	0	274736	2661163008	89756078080	2072576
inferencia-estructurada-on	1	1540004	2661167104	89756073984	2076672
inferencia-estructurada-on	2	1546680	2661167104	89756073984	2076672
inferencia-estructurada-on	3	1553644	2661167104	89756073984	2076672
inferencia-estructurada-on	4	1562328	2661167104	89756073984	2076672
inferencia-estructurada-on	5	1569324	2661167104	89756073984	2076672
inferencia-estructurada-on	6	1577184	2661167104	89756073984	2076672
inferencia-estructurada-on	7	1585064	2661167104	89756073984	2076672
inferencia-estructurada-on	9	1592956	2661167104	89756073984	2076672
inferencia-estructurada-on	10	1600868	2661167104	89756073984	2076672
inferencia-estructurada-on	11	1608792	2661167104	89756073984	2076672
inferencia-estructurada-on	12	1616736	2661167104	89756073984	2076672
inferencia-estructurada-on	13	1626980	2661167104	89756073984	2076672
inferencia-estructurada-on	14	1634960	2661167104	89756073984	2076672
inferencia-estructurada-on	15	1643940	2661167104	89756073984	2076672
inferencia-estructurada-on	16	1644780	2661167104	89756073984	2076672
inferencia-estructurada-on	17	1644780	2661167104	89756073984	2076672
inferencia-estructurada-on	18	1644780	2661167104	89756073984	2076672
inferencia-estructurada-on	20	1644780	2661167104	89756073984	2076672
inferencia-estructurada-on	21	1644780	2661167104	89756073984	2076672
compilacion-wasm	0	57564	2662354944	89754705920	2093056
compilacion-wasm	1	494928	2686734336	89730490368	2097152
compilacion-wasm	2	710412	2686734336	89730490368	2097152
compilacion-wasm	3	876436	2703405056	89711345664	2097152
compilacion-wasm	4	880672	2726944768	89690279936	2097152
compilacion-wasm	6	407272	2759077888	89653637120	2097152
compilacion-wasm	7	556348	2780880896	89634865152	2097152
compilacion-wasm	8	587972	2804273152	89611427840	2097152
compilacion-wasm	9	608424	2831876096	89580515328	2097152
compilacion-wasm	10	395864	2866864128	89549479936	2097152
compilacion-wasm	11	371096	2905657344	89510690816	2097152
compilacion-wasm	12	425804	2910195712	89507028992	2097152
compilacion-wasm	13	283696	2938040320	89479184384	2097152
compilacion-wasm	14	445464	2942140416	89473802240	2097152
compilacion-wasm	16	597444	2973339648	89450835968	2097152
compilacion-wasm	17	409124	2987606016	89428631552	2097152
compilacion-wasm	18	489780	3009142784	89407680512	2097152
compilacion-wasm	19	483768	3039776768	89377419264	2097152
compilacion-wasm	20	528492	3068678144	89347633152	2097152
compilacion-wasm	21	255464	3094654976	89322479616	2097152
compilacion-wasm	22	428332	3101483008	89314938880	2097152
compilacion-wasm	23	347956	3120758784	89296179200	2097152
compilacion-wasm	24	441976	3151659008	89265565696	2097152
compilacion-wasm	26	457824	3179773952	89237450752	2097152
compilacion-wasm	27	357656	3183603712	89233620992	2097152
compilacion-wasm	28	621808	3209293824	89214570496	2097152
compilacion-wasm	29	505292	3229839360	89187385344	2101248
compilacion-wasm	30	414852	3237105664	89180114944	2101248
compilacion-wasm	31	549640	3241639936	89175584768	2101248
compilacion-wasm	32	912708	3241721856	89175502848	2101248
compilacion-wasm	33	655436	3244355584	89172869120	2101248
compilacion-wasm	34	700396	3244355584	89172869120	2101248
compilacion-wasm	36	742316	3244355584	89172869120	2101248
compilacion-wasm	37	868208	3244355584	89172869120	2101248
compilacion-wasm	38	997504	3244355584	89172869120	2101248
compilacion-wasm	39	1145940	3244355584	89172869120	2101248
